About how long have you been receiving information or resources from community veteran service providers?,Active military members/veterans can thrive in my community:To what extent do you disagree or agree with the following statements:,Approximately how much was your household annual income for the previous year?Â ,Approximately what is your credit score?,Are highly responsive:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,BMI,Community is involved with veterans?,Do you consider your current job a career?,FactorAnalysis0,FactorAnalysis0@FactorAnalysis0,FactorAnalysis1,FactorAnalysis1@FactorAnalysis0,FactorAnalysis1@FactorAnalysis14,FactorAnalysis1@FactorAnalysis4,FactorAnalysis3,FactorAnalysis3@FactorAnalysis1,Has Community Opportunities?,Has Dependable Support?,Has empowered me:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has helped me feel more fulfilled in my daily life:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Has reliable transportation?,Have assisted me with filing healthcare/benefits claims:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected me to other veterans:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have connected my family/caregiver to other active military/veteran family members or their caregivers:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,Have improved my community's understanding of active military/veterans issues:To what extent do you disagree or agree with the following statements regardingÂ veteran serving organizations within your community?,How many are dependents?,How often do you participate in spiritual or religious practices? Â ,How would you rate your level of satisfaction with the education benefits and programs?: Rate the resources you may have received from VA or a community-based program:,I am able to adapt when changes occur:Please indicate how frequently you find each statement below to be truthful to you:,I have the resources I need for my care:To what extent do you disagree or agree with the following statements:,"I tend to bounce back after illness, injury, or other hardships:Please indicate how frequently you find each statement below to be truthful to you:",Number of Deployments:,Organizations in my community provide active military/veterans with the services they need:To what extent do you disagree or agree with the following statements:,"Overall, how satisfied are you withÂ your community's ability to provide information and resources? Please use the scale below to indicate your level of satisfaction.",Owns a car?,Seeking Value,There are opportunities for my family/caregiver  to connect with fellow military/veteran families/caregivers:To what extent do you disagree or agree with the following statements:,There is a strong network of support for active military/veterans in my community:To what extent do you disagree or agree with the following statements:,Veteran serving organizations care deeply about my well being?,"You mentioned earlier you were seeking access to better employment or obtaining employment, how long have you been activelyÂ seekingÂ employment?",Hope Scale Score
2.0,3.0,2.0,1.0,3.0,45.44958718856433,True,1.0,-1.445441871331828,2.089302203399257,-0.498600126657522,1.034344590214436,0.6335077568928474,0.07306812894437648,-1.1265973740313715,0.8410267907611044,True,True,1.6,3.0,False,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.6,2.0,45.0,3.0,3.0,False,18.0,3.0,1.8,True,1.0,31.0
2.6,2.0,5.0,4.0,2.2,70.0,True,1.0,1.3902404191211724,1.932768422958213,-0.47171556720387425,1.0347232579360743,-0.14629413683302583,0.42917306390938925,0.5398340718004031,0.7101014786846858,True,True,2.4,2.4,True,2.4,2.2,2.2,2.4,1.0,2.0,1.4,3.0,2.0,3.0,9.0,2.0,2.8,True,5.6,2.0,2.6,True,0.6,50.0
5.0,3.0,5.0,4.0,3.0,70.0,True,1.0,-0.2496226388299259,0.062311461816415635,-1.1084477273775921,1.0275334873730024,1.1003417262120587,0.26788427893153677,1.1932061394296023,0.5718504930568379,True,True,3.0,3.0,True,3.0,3.0,3.0,3.0,2.0,2.8,2.0,4.0,2.0,3.0,4.8,3.0,4.0,True,16.0,2.0,2.0,True,1.0,63.0
0.0,2.6,1.0,2.6,2.0,70.0,True,1.0,-0.00535763946699672,2.8704300658320897e-05,0.28955669909764176,1.0504847454711486,-0.19397135518694267,0.2740261304680874,0.38864185325682543,0.7302569054959585,True,False,2.2,2.2,True,1.8,2.2,2.2,2.2,7.0,2.6,1.0,2.0,1.0,3.0,101.2,2.8,2.0,True,12.6,2.6,2.6,True,0.6,52.0
1.0,2.0,4.0,3.0,3.0,59.375961207284696,True,1.0,0.570550766828745,0.32552817752886887,-1.3706126922430424,1.0253705574808083,-0.20476040973078696,-0.20785899463414462,-0.031974959404528054,0.7739748684761159,True,True,3.0,3.0,True,3.0,3.0,3.0,2.0,3.0,2.6,2.0,3.0,3.0,3.0,250.0,3.0,3.0,True,6.0,2.0,3.0,True,0.0,63.0
2.0,3.0,4.0,3.0,2.0,52.050856977221585,False,1.0,-0.25348522904981624,0.0642547613464378,-0.25310243555245715,1.038142954732404,-0.664695730586694,-0.004395239970740719,-0.5635605828675372,0.8124010026205716,True,True,2.0,2.0,True,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,119.6,2.0,3.0,False,14.0,2.0,3.0,True,0.0,43.0
2.0,3.0,2.0,1.0,3.0,30.168778040852075,True,1.0,-1.9475831748767005,3.7930802230628085,-0.8038980971196314,1.0305600519445859,-0.1910907176293342,0.5413919836255882,-0.5592139784917843,0.8121398577519746,True,True,3.0,3.0,False,3.0,3.0,3.0,3.0,3.0,1.6,2.0,3.0,3.0,3.0,127.0,3.0,2.0,False,25.0,3.0,3.0,True,2.0,40.0
2.0,2.0,5.0,3.0,3.0,18.561522903860272,True,1.0,-0.5561807181293027,0.30933699121882685,-0.4665073155741063,1.034797583475047,-0.6077425806157901,0.12058732187112309,-0.5213352610565257,0.8098329436700231,True,True,2.0,3.0,True,2.0,3.0,3.0,3.0,7.0,1.8,1.0,4.0,2.0,3.0,41.6,3.0,3.0,False,16.0,3.0,2.0,True,2.0,22.0
1.0,3.0,4.0,2.8,2.6,56.215228490875646,True,1.0,-1.4156973473312189,2.0041989792406496,-0.47314670913768886,1.0347028900772937,-0.09352666752589288,-0.32945826197471817,-0.5776053705371068,0.8132398753374684,False,True,3.0,2.2,False,2.4,3.0,2.4,2.2,3.0,2.2,0.0,2.0,3.0,2.0,44.0,2.6,2.0,False,21.0,2.4,3.0,True,1.0,36.0
3.0,0.0,3.0,3.0,0.0,49.5616872774861,False,1.0,-0.23393872146892267,0.05472732540251418,2.461947345631578,0.829046529725043,-1.8077414777864904,-2.8902503810995555,-0.6481406243319835,0.8173418748824957,False,False,2.0,2.0,False,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,41.8,0.0,3.0,False,13.0,0.0,0.0,False,1.0,22.0
2.4,3.0,2.0,2.2,2.0,66.1124485241,True,1.0,1.532330311115677,2.3480361823638676,0.17921828554288532,1.047368355683189,-0.36717532195632974,0.25529318646087557,-0.8777704209539834,0.8295311660447848,True,False,2.0,2.0,True,2.0,1.8,2.4,2.4,1.0,2.4,1.0,3.0,2.0,3.0,12.0,2.2,2.8,True,1.8,2.0,2.0,True,0.8,51.0
2.0,3.0,1.0,3.0,2.0,20.6015839621762,False,1.0,-0.24482819666706265,0.059940845883245907,0.7867267594954888,1.071756474256811,0.6891952627288017,-0.257873004140785,0.4520711842953419,0.7221526533600294,False,False,1.8,1.4,True,1.2,1.6,1.8,2.4,2.0,2.0,1.0,3.0,2.0,2.0,70.6,2.2,2.0,True,14.0,1.6,3.0,True,2.0,50.0
2.0,1.0,5.0,2.6,1.0,24.98868258858885,False,1.0,-0.32283069603075054,0.10421965829969886,2.168467970573309,0.5804208792993814,-0.7959700483962155,-2.7189036817631065,-0.02758877979208775,0.7735922193604857,True,False,0.0,2.0,False,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,4.6,0.0,1.0,False,15.0,0.0,1.0,False,2.0,22.0
4.0,2.0,4.0,2.0,2.0,43.873400286988684,True,1.0,-0.9273068999374802,0.8598980866716599,-0.9387015522990807,1.029142128019295,-0.54669599075953,-0.2911785709474903,1.0979161772958441,0.5996926208350101,True,True,2.0,2.0,True,2.8,3.0,3.0,3.0,1.0,1.8,1.0,3.0,2.0,2.0,105.0,3.0,3.0,True,18.0,3.0,2.0,True,2.0,50.0
2.0,2.0,2.0,2.0,0.0,54.87073405366257,True,1.0,-1.5543836745251183,2.4161086076302087,2.280471797186031,0.7301809186262418,-0.4793890592639208,-1.1327960576817608,1.0770466280621656,0.6053137668500066,True,True,0.0,0.0,False,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,4.0,1.4,2.0,3.0,False,24.0,1.8,2.2,False,1.0,48.0
4.0,2.0,3.6,4.0,2.0,68.36820049193447,True,1.0,1.1741704109507316,1.3786761539522099,0.2738614346339026,1.0500166654546064,-0.1127710337648642,0.6080209041534699,-0.17034153922553522,0.7854155627959487,True,True,2.0,2.0,True,2.4,2.0,2.0,2.0,1.4,2.6,1.2,2.0,2.0,3.0,7.2,2.0,3.0,True,8.2,2.0,3.0,True,1.2,41.0
3.0,2.0,3.0,2.0,3.0,45.6426152965467,True,1.0,-0.721480247498581,0.5205337475306137,-0.3577804433760848,1.0364252486127232,-0.09520928225877671,-0.016105166758429434,-0.9297697596631335,0.8320688659056819,True,True,3.0,3.0,False,3.0,2.0,2.0,3.0,4.0,2.2,1.0,3.0,2.0,2.0,101.2,3.0,3.0,False,15.0,3.0,2.2,True,1.0,54.0
4.0,3.0,2.0,3.0,2.0,55.98101804405413,True,1.0,-0.9555549172955862,0.9130851999677745,-0.9084621648025294,1.0294486318677807,-0.44341932751162605,0.7625175549643687,-0.6333683282765921,0.8164977736000515,True,True,3.0,3.0,False,2.0,3.0,3.0,3.0,3.0,2.4,2.0,2.0,2.0,4.0,5.0,3.0,4.0,False,15.0,3.0,2.0,True,0.0,42.0
3.0,2.0,5.0,3.0,3.0,15.0,True,1.0,-0.8499408584703874,0.722399462897379,-1.1385924045764242,1.0272662032970634,0.06858889735532724,0.24531948368955392,0.8868463411082721,0.650093488927841,True,True,3.0,2.4,True,3.0,3.0,3.0,2.6,3.0,2.0,1.0,3.0,2.0,3.0,200.0,2.0,4.0,True,16.0,2.0,3.0,True,1.0,48.0
3.0,3.0,1.0,1.0,2.0,57.46579877048657,True,1.0,-0.5018130453578031,0.2518163324912726,-0.15908710826651493,1.0398298909772294,-0.09419612095524525,-0.03774407712927059,-1.0231560634898378,0.836441604080524,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,102.0,3.0,2.0,False,13.0,3.0,3.0,True,0.0,43.0
2.0,3.0,5.0,4.0,2.0,57.49868929574886,True,1.0,1.511930185158856,2.2859328847944926,0.5399178033759467,1.0593435977205823,0.43443543541391166,-1.1169770024637558,1.309958247458527,0.5319660271426705,True,True,1.0,1.0,True,2.4,1.0,1.0,1.0,1.0,1.4,1.4,3.0,2.0,2.0,2.0,2.0,2.0,True,6.4,2.2,2.2,True,0.4,48.0
1.0,2.0,2.0,2.8,2.0,54.79814857611111,True,1.0,-1.6804024373874202,2.823752351577583,-0.46762549068975046,1.034781599491815,0.1298905690968506,-0.3552384350488433,-0.2292589963995149,0.7899429302342639,True,True,3.0,3.0,False,3.0,2.0,2.0,2.0,3.0,2.4,2.0,1.0,2.0,2.0,33.4,2.0,3.0,False,24.0,2.0,3.0,True,1.0,52.0
0.0,2.0,5.0,2.0,3.0,33.42766610379437,True,1.0,0.3714203323168104,0.13795306325832984,-1.3944841906407879,1.0251903715733999,-0.750242262690287,0.6910542316668439,0.08112786199914833,0.7636756352618924,True,True,2.6,2.8,True,2.6,2.2,2.6,2.4,4.0,2.2,2.0,3.0,2.0,3.0,300.0,2.0,4.0,True,7.6,2.0,2.0,True,0.6,59.0
2.0,2.0,5.0,2.0,2.0,61.89909746179727,True,1.0,-0.471165229346259,0.22199667334491283,-1.144630256603267,1.027213290010092,0.40852428540141433,0.8603711284243124,-0.9256874796741643,0.8318723764238823,True,True,3.0,2.0,True,3.0,3.0,3.0,3.0,2.0,2.2,2.0,3.0,2.0,3.0,2.2,2.0,3.0,False,9.8,2.0,2.0,True,0.8,55.0
2.0,2.0,5.0,3.0,2.0,26.58954481596072,True,1.0,0.7708308344586517,0.5941801753522213,-1.3697110992421833,1.0253774133804712,0.8944723533984759,1.2521388621590215,-0.328015462836336,0.7971177839186725,True,True,2.0,3.0,True,2.0,3.0,3.0,3.0,4.0,2.2,2.0,3.0,3.0,3.0,23.8,2.0,4.0,True,1.8,3.0,2.0,True,0.8,51.0
4.0,3.0,5.0,4.0,2.0,67.51131904576889,True,1.0,0.6028691111390899,0.36345116516563636,0.2755195495985898,1.050065704980889,0.25028744178902884,-0.48169856820520496,1.9499566693355157,0.043561790086409945,True,True,1.0,1.0,True,1.0,2.0,2.2,3.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,True,14.0,2.0,2.0,True,0.0,56.0
4.8,3.0,4.0,4.0,2.0,57.29985747419215,True,1.0,1.6291194203224217,2.6540300856716637,-0.19578038325531977,1.0391540433894917,0.1194728141035202,-0.28361062371475215,-0.3173997004370339,0.7963701260887889,True,True,2.0,2.0,True,2.0,2.4,2.0,2.0,1.0,3.0,1.2,4.0,3.0,3.0,1.0,3.0,2.6,True,3.4,2.0,3.0,False,0.4,60.0
1.0,3.0,2.8,3.0,3.0,49.96827978299807,True,1.0,-1.0149264212256648,1.0300756405019356,-1.4515661875911194,1.0247697115536631,0.9974915237068572,-2.483152955119284,1.147986256084641,0.5855304197758672,True,True,3.0,3.0,True,3.0,3.0,3.0,3.0,1.6,2.0,2.0,4.0,3.0,4.0,121.2,3.0,3.0,True,21.0,3.0,3.0,True,0.0,62.0
1.0,2.0,3.4,4.0,2.0,15.0,True,1.0,-0.1187692937922491,0.014106145147909581,-0.09091144957721221,1.0411496076893825,-0.049598239365016616,0.01887002224153551,-1.1089788373946583,0.8402640752129305,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,3.4,1.4,1.0,2.0,2.0,2.0,110.4,2.0,2.0,False,9.0,2.0,2.0,True,0.0,40.0
5.0,3.0,5.0,3.2,2.0,67.2285969229425,True,1.0,-0.36876486449160634,0.1359875252835128,-0.5974690423256638,1.0330203219532472,-0.4858189324837684,0.5392862731433208,-0.9047531072236974,0.8308574886531742,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,7.0,2.8,2.0,3.0,3.0,3.0,4.2,3.0,4.0,False,11.0,3.0,3.0,True,1.0,55.0
2.0,2.0,2.0,2.8,2.0,58.82978981539251,True,1.0,0.038694097025399866,0.0014972331446110587,-0.5588365539952558,1.0335254307228172,0.17902041099639954,0.07364626968369438,-1.7187773625620522,0.8630118174191619,True,True,2.2,2.0,False,2.0,3.0,3.0,1.8,1.0,2.4,1.0,2.0,2.0,2.0,141.2,2.0,3.0,False,8.0,2.4,2.0,True,1.0,37.0
2.0,1.0,3.0,2.4,2.0,35.48866655316791,True,1.0,-0.7600470115021952,0.577671459693418,0.1365127199319304,1.0462630470107883,0.052672871057990844,-0.08558863609910367,-1.2911160599280398,0.847812337464657,True,True,2.0,2.0,False,3.0,2.0,2.0,3.0,5.0,2.0,0.0,2.0,3.0,2.0,41.6,2.0,2.0,False,15.0,2.0,2.0,True,1.0,26.0
1.0,3.0,3.4,0.0,3.0,70.0,True,1.0,-1.513671285670405,2.2912007610630973,-0.9364552361583589,1.029164676945564,0.23785458524589195,-0.8646191105303606,-0.6017935148366697,0.8146671427532235,True,True,3.0,3.0,False,3.0,3.0,3.0,3.0,3.4,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,False,23.0,3.0,3.0,True,0.0,55.0
2.0,3.0,2.2,2.6,3.0,45.29083838738553,True,1.0,-0.8152881927948886,0.6646948373107555,-0.6006750218145156,1.0329790877850038,0.36194820956974544,-0.7538019931414714,0.8818957537841393,0.6511237478434487,True,True,3.0,2.0,True,2.0,2.0,2.0,2.0,1.2,3.0,2.0,3.0,2.0,2.0,131.0,2.0,3.0,True,19.2,3.0,2.0,True,0.2,60.0
2.0,0.0,3.0,2.2,1.0,18.74894773818348,False,1.0,-0.05105659664959302,0.0026067760614392334,1.8613336124045123,1.8037688874842248,-2.8970309154238687,-1.8168156906856403,-0.49549099251511053,0.8082261685515076,True,False,1.0,1.0,False,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.2,1.0,4.0,False,12.0,2.0,1.0,False,0.0,21.0
4.8,0.0,5.0,3.0,1.8,69.80693296348282,False,1.0,1.6325664244889764,2.6652731303687207,0.8229435809744133,1.0740286817989981,0.7136121998685481,0.8719264972536517,-0.15180220297809335,0.7839503109670232,False,True,2.0,1.8,True,1.2,2.2,1.8,2.0,0.0,3.2,1.0,3.0,2.0,4.0,3.0,2.0,2.4,True,2.8,1.6,2.0,False,0.8,58.0
3.8,2.0,3.8,4.0,2.0,62.11088362428487,False,1.0,1.9481914995989555,3.7954501191096273,0.2905827937046393,1.050515651990324,0.13010201571730245,0.6908793072335125,-0.7913961478712525,0.8251420091676817,True,True,2.2,2.0,True,2.0,2.0,2.2,2.0,1.2,3.0,1.0,4.0,2.0,4.0,3.0,2.2,2.6,True,2.6,2.2,2.0,True,0.6,50.0
5.0,3.0,3.0,3.0,2.0,70.0,True,1.0,1.539274181912148,2.3693650071013126,-0.6952893443254023,1.0318069098093579,0.14727999248155663,1.4148659513032593,0.3517925033407662,0.7347515896587086,True,True,2.6,2.0,True,2.0,2.0,2.0,2.0,2.0,2.6,1.0,4.0,3.0,4.0,5.0,3.0,2.0,True,3.8,3.0,3.0,True,0.8,62.0
5.0,3.0,5.0,2.0,2.0,66.55145151566482,True,1.0,0.6895215566708741,0.47543997711382546,-1.1539281391905192,1.027132207572677,0.7015445752722967,-0.347955463828555,-0.03489627107453545,0.7742290061162922,True,True,2.0,3.0,True,0.0,3.0,2.8,3.0,2.0,2.6,2.0,4.0,3.0,4.0,1.0,2.0,3.0,True,6.6,2.6,3.0,True,0.6,60.0
4.0,1.8,5.0,2.8,2.4,56.972775164101144,False,1.0,2.1750587900642766,4.730880740235875,-0.1546129694047915,1.0399138987139755,-0.10968999104695548,0.16899185236215858,-0.29727264756699345,0.7949373628110098,False,True,2.4,2.4,True,2.6,2.2,2.4,2.4,2.0,2.6,0.8,4.0,2.0,4.0,1.0,2.2,2.8,True,0.4,1.8,2.0,True,0.4,64.0
3.2,2.4,3.6,3.0,2.2,70.0,True,1.0,1.483507862827754,2.2007955790717704,0.3061936298147168,1.050990569902533,-0.1406704370904021,0.8397317778459047,-0.38291372470083723,0.8008982374397242,True,True,2.2,1.8,True,2.0,1.8,2.0,2.2,1.4,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.8,True,6.8,2.2,2.2,True,0.8,46.0
2.0,1.0,5.0,3.0,3.0,62.07866517027804,True,1.0,-0.8687791924097085,0.7547772851640653,0.3034413245624332,1.0509061910481003,-0.16419368152253183,-0.029234299849668795,-1.2558669650597347,0.8464077037987063,True,False,2.0,3.0,False,2.0,3.0,2.0,2.0,1.0,2.2,1.0,2.0,2.0,3.0,21.4,2.0,3.0,False,15.0,2.0,2.0,True,0.0,39.0
2.0,2.0,3.0,2.0,2.0,47.42401381843471,True,1.0,-1.1525106761619557,1.3282808586672883,-0.3452241315045347,1.0366230803869723,-0.17821399644221853,0.19969426579899338,-0.2631453186727351,0.7924613433067444,True,True,2.0,2.0,True,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,105.8,2.0,3.0,False,17.0,2.0,3.0,True,0.0,45.0
2.0,3.0,3.0,1.0,3.0,70.0,False,1.0,-0.08892994875504251,0.007908535785574487,-0.9638838795097723,1.0288917092269823,-0.6976667526060284,0.8567163736801346,0.39776988599816276,0.7291198782162112,True,True,3.0,3.0,True,2.0,2.0,2.0,2.0,2.0,2.6,2.0,4.0,0.0,3.0,2.0,3.0,4.0,True,8.0,2.0,2.0,True,0.0,57.0
2.6,2.0,5.0,3.2,2.2,67.04172897967128,False,1.0,1.1586587565826556,1.3424901142056656,-0.08571147935649695,1.0412538652979106,-0.08495014871741978,0.030635500672933736,0.5984160953819305,0.7014581339203474,True,True,2.4,2.2,True,2.6,2.0,2.2,2.4,0.0,3.0,1.0,3.0,2.2,3.0,2.0,2.4,2.8,True,8.6,2.4,2.4,True,0.6,49.0
3.0,0.0,2.0,2.0,2.0,20.29365504555842,False,1.0,-0.5008923718819044,0.25089316820948,2.048878793526507,-0.029966005992342132,-2.0137254949734094,-1.4697356500469498,-0.7673811824631138,0.8238812291442178,True,False,1.0,1.0,False,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,0.0,3.0,6.6,2.0,2.0,False,16.0,2.0,0.0,False,3.0,18.0
2.0,2.4,3.0,0.0,2.4,35.4126665988478,True,1.0,-1.2816168998243516,1.642541877915382,0.22190124420157784,1.0485271440173067,0.20946566460630894,-0.23961986747285097,-0.23765729445637282,0.7905727669377733,True,True,2.4,2.4,False,1.8,2.6,2.2,2.4,4.0,1.6,0.0,4.0,2.0,1.0,209.6,2.2,2.6,False,22.0,2.0,2.2,True,2.0,46.0
3.0,1.0,3.0,1.0,3.0,15.0,False,1.0,-0.7103959919000635,0.5046624653076751,0.22092042816625718,1.0484998800211955,0.4929793260100958,-0.03311869834819311,-1.3165309666435205,0.8488092553704959,True,True,2.0,2.0,False,2.0,2.2,2.4,2.2,3.0,1.2,1.0,4.0,2.4,3.0,107.6,2.0,1.0,False,16.0,2.4,2.0,True,2.0,55.0
1.0,2.0,4.0,1.8,1.0,39.17948355357687,True,1.0,0.05826634771653377,0.0033949672762240203,0.4076580925284287,1.0543091588247302,-0.25518749077888686,-0.06030216647270727,0.7568164930154886,0.675280125381335,True,True,2.0,2.0,True,1.0,1.0,1.0,2.0,2.0,2.8,1.0,1.0,2.0,2.0,123.8,2.0,2.0,True,10.0,2.0,2.0,False,0.0,34.0
1.0,3.0,2.0,1.0,2.0,35.765408248267285,True,1.0,-1.0541944740816482,1.1113259891842828,-0.502769116861816,1.0342866086004392,0.5352909915371779,0.29768337090787605,-1.0265294678047312,0.83659530341869,True,True,2.0,3.0,False,3.0,2.2,2.0,2.0,2.0,2.4,2.0,2.0,2.0,3.0,82.6,2.0,2.0,False,14.0,2.0,2.2,True,1.0,38.0
1.0,1.6,3.0,2.8,1.8,45.86748821050001,False,1.0,0.35038270048245196,0.12276803679737563,1.0369581152338054,1.0910696134566333,1.1334510379648473,-0.06830256262163037,-1.9571977142813695,0.8702369165296451,False,True,1.8,2.0,True,2.2,2.4,2.0,2.0,4.0,2.2,0.0,1.0,2.4,2.0,101.8,2.0,2.0,False,6.0,2.2,2.0,False,0.0,29.0
3.0,2.0,5.0,2.8,1.0,54.73137269862726,True,1.0,1.2704573304252835,1.614061828431338,0.3553134506267817,1.0525449387622545,-0.3306710706114629,-1.0630845072477797,-0.4342269018181354,0.8043066048331197,True,True,1.0,1.4,True,2.4,1.0,1.0,2.0,1.0,2.6,2.0,2.0,2.0,2.0,102.6,2.0,3.0,False,3.8,2.0,2.0,True,0.8,51.0
2.0,0.0,4.0,2.0,3.0,57.617404489077444,True,1.0,-0.5552561143727234,0.30830935254829483,0.29202012706130737,1.050559008925623,-0.13421698057073572,-0.09236660575061141,-1.1763044826538271,0.8431398961870874,True,True,2.6,2.6,False,2.6,2.6,1.0,1.0,2.0,2.2,0.0,1.0,0.0,2.0,141.2,1.0,3.0,False,13.0,2.8,2.2,False,1.0,39.0
3.0,3.0,3.0,3.0,2.0,17.545682613617803,True,1.0,-1.237827203037545,1.5322161845797517,-0.22737224972266967,1.0385902678198697,-0.20981037149284698,-0.0636577196366233,-1.1281267100250856,0.8410926530852807,True,True,3.0,3.0,False,2.0,3.0,2.0,2.0,5.0,1.6,2.0,3.0,3.0,2.0,151.6,2.0,3.0,False,19.0,2.0,2.0,True,2.0,49.0
5.0,3.0,1.0,0.0,2.0,46.25817736944445,True,1.0,0.526617248788511,0.2773257267215805,-0.49765875427272144,1.0343577098133234,-0.1920501709969114,-0.0001370285545292185,0.531451298721853,0.7112975317017709,True,True,2.0,2.0,True,1.0,2.0,2.4,2.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,True,7.2,3.0,3.0,True,1.2,55.0
1.0,2.0,4.0,2.8,2.0,59.77979844666667,True,1.0,0.1697103834179633,0.02880161423987211,-0.7629734688309023,1.0310182279824263,-1.0591257646621812,-0.2857585774715668,0.23265658229472924,0.7483105607131977,True,True,3.0,2.0,True,2.2,2.0,1.0,2.0,4.0,2.8,1.0,2.0,2.0,2.0,101.8,3.0,2.0,True,9.2,3.0,2.0,True,0.2,38.0
3.0,3.0,3.0,3.2,2.0,66.91952488609368,True,1.0,-1.0572331605229097,1.1177419557092605,-0.10362359751695673,1.0408969386700682,-0.0780692062150136,-0.023664103925627657,2.236112806266736,-0.7930305913235006,True,True,2.0,2.0,True,2.0,2.0,2.0,2.0,3.0,2.6,2.0,4.0,2.0,2.0,11.8,2.0,4.0,True,24.0,3.0,1.0,True,1.0,61.0
5.0,2.0,2.0,4.0,2.0,66.37131168987456,True,1.0,1.9357525445112496,3.7471379135817773,0.4834553242974553,1.0570845322453606,-0.6280293818104425,0.9313629274945904,-0.7033595371692524,0.8204295244486615,True,True,1.8,1.6,True,3.0,1.0,1.6,2.0,0.0,2.6,1.2,3.0,2.0,3.0,1.0,2.0,4.0,True,0.8,2.0,2.0,False,0.8,44.0
3.0,3.0,4.0,2.6,3.0,44.864055164490196,True,1.0,0.49367972325736764,0.2437196691554711,-1.2810411088860423,1.0260702744755368,0.8071299708345127,0.3954513754570538,-0.15979122526829734,0.7845841677198618,True,True,3.0,3.0,True,2.0,3.0,2.0,3.0,0.0,2.8,2.0,2.0,2.0,1.0,179.4,2.2,3.0,True,5.6,3.0,3.0,True,0.6,46.0
5.0,1.0,3.0,2.0,1.8,58.42112816145606,False,1.0,1.5886470606881495,2.523799483433097,0.982019866613593,1.0859884299476226,0.2986076722360349,2.1692575045670317,-0.18201802449124144,0.7863282536121305,False,True,2.0,1.8,True,2.0,1.0,2.2,1.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,True,5.4,1.0,1.0,True,0.4,53.0
4.0,2.0,4.0,3.0,2.0,57.54160151883209,True,1.0,-0.23393715269163992,0.05472659140947165,-0.7674147677094747,1.0309678414495185,-0.3492797939567344,-0.15056834315303716,0.7813958429936514,0.6708008873305172,True,True,2.0,3.0,True,3.0,2.0,2.0,3.0,3.0,2.8,2.0,4.0,2.0,4.0,1.2,2.0,4.0,True,12.0,2.0,2.0,True,1.0,54.0
3.0,1.0,2.0,1.0,2.0,62.484445412345686,True,1.0,-0.46186258387187323,0.21331704638080315,1.4392210523196511,1.1605241025583346,-2.554793167320764,-1.721224592910242,-0.44633520911995067,0.8050939246865535,False,False,1.2,3.0,False,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False,16.0,1.0,2.0,False,2.0,22.0
5.0,2.0,3.2,2.6,2.0,47.765453239900005,True,1.0,0.9273697680909203,0.8600146867690073,0.2491446733929645,1.0492968812719292,-0.17993606404391255,0.6204062632111093,-0.19470863576445838,0.7873114493261921,True,True,3.0,2.0,True,2.0,2.0,1.8,2.0,0.8,4.0,1.0,3.0,2.2,3.0,2.4,1.4,3.0,True,9.8,1.4,2.0,True,0.8,62.0
2.0,2.0,2.0,2.4,2.0,44.574709579200075,True,1.0,-0.9623141653012061,0.9260485527393569,-0.05172388948297315,1.041948535020867,-0.03192861317874126,0.02363066171936553,-0.9399432609353763,0.8325565471567985,True,True,2.0,2.0,False,2.0,2.0,2.0,2.0,4.0,2.6,2.0,3.0,2.0,2.0,79.6,2.0,4.0,False,15.0,2.0,2.0,True,0.0,48.0
1.0,1.6,4.0,1.0,3.0,15.0,True,1.0,-0.7032661015782028,0.49458320962900304,0.12020347073795407,1.045854421032797,-0.3741436784158481,-0.05083387778027183,-1.183280663878028,0.8434319746605593,True,False,2.0,1.2,False,2.0,2.0,3.0,3.0,2.0,2.0,0.4,3.0,2.0,3.0,120.2,2.0,3.0,False,13.0,3.0,3.0,False,1.0,23.0
